ID,Label,Node Type,All Pros,Pro Bowls,Draft Age,Year Drafted,Round Selected,Pick In Round,Position,College,NFLTeam
PL4863,Ian Gold,Player,0,1,22,2000,2,40,LB,Michigan,DEN
PL4882,Marcus Washington,Player,0,1,22,2000,2,59,LB,Auburn,IND
PL5009,Adalius Thomas,Player,1,2,23,2000,6,186,LB,Southern Miss,BAL
PL5108,Al Wilson,Player,1,5,22,1999,1,31,LB,Tennessee,DEN
PL5150,Joey Porter,Player,1,4,22,1999,3,73,LB,Colorado St.,PIT
PL5341,Keith Brooking,Player,0,5,22,1998,1,12,LB,Georgia Tech,ATL
PL5342,Takeo Spikes,Player,1,2,21,1998,1,13,LB,Auburn,CIN
PL5368,Sam Cowart,Player,0,1,23,1998,2,39,LB,Florida St.,BUF
PL5401,Jeremiah Trotter,Player,1,4,21,1998,3,72,LB,S.F. Austin,PHI
PL5471,Ike Reese,Player,0,1,24,1998,5,142,LB,Michigan St.,PHI
PL5574,Peter Boulware,Player,0,4,22,1997,1,4,LB,Florida St.,BAL
PL5578,James Farrior,Player,1,2,22,1997,1,8,LB,Virginia,NYJ
PL5635,Dexter Coakley,Player,0,3,24,1997,3,65,LB,Appalachian St.,DAL
PL5661,Mike Vrabel,Player,1,1,22,1997,3,91,LB,Ohio St.,PIT
PL5812,Kevin Hardy,Player,1,1,23,1996,1,2,LB,Illinois,JAX
PL5825,John Mobley,Player,1,0,22,1996,1,15,LB,Kutztown Pennsylvania,DEN
PL5836,Ray Lewis HOF,Player,7,13,21,1996,1,26,LB,Miami (FL),BAL
PL5896,Tedy Bruschi,Player,0,1,23,1996,3,86,LB,Arizona,NWE
PL5908,Donnie Edwards,Player,0,1,23,1996,4,98,LB,UCLA,KAN
PL5964,Zach Thomas,Player,5,7,23,1996,5,154,LB,Texas Tech,MIA
PL6076,Mark Fields,Player,0,2,22,1995,1,13,LB,Washington St.,NOR
PL6091,Derrick Brooks HOF,Player,5,11,22,1995,1,28,LB,Florida St.,TAM
PL6204,Stephen Boyd,Player,0,2,23,1995,5,141,LB,Boston Col.,DET
PL6321,Jamir Miller,Player,1,1,20,1994,1,10,LB,UCLA,ARI
PL6390,Winfred Tubbs,Player,0,1,23,1994,3,79,LB,Texas,NOR
PL6399,Jason Gildon,Player,1,3,22,1994,3,88,LB,Oklahoma St.,PIT
PL6493,Lee Woodall,Player,0,2,24,1994,6,182,LB,West Chester,SFO
PL6563,Chris Slade,Player,0,1,22,1993,2,31,LB,Virginia,NWE
PL6576,Chad Brown,Player,2,3,23,1993,2,44,LB,Colorado,PIT
PL6663,John Henry Mills,Player,0,1,23,1993,5,131,LB,Wake Forest,HOU
PL6739,Jessie Armstead,Player,1,5,22,1993,8,207,LB,Miami (FL),NYG
PL6794,Levon Kirkland,Player,1,2,23,1992,2,38,LB,Clemson,PIT
PL6880,Ed McDaniel,Player,0,1,23,1992,5,125,LB,Clemson,MIN
PL7154,Mo Lewis,Player,1,3,21,1991,3,63,LB,Georgia,NYJ
PL7195,William Thomas,Player,0,2,23,1991,4,104,LB,Texas A&M,PHI
PL7204,Bryan Cox,Player,0,3,23,1991,5,113,LB,West. Illinois,MIA
PL7428,Junior Seau HOF,Player,6,12,21,1990,1,5,LB,USC,SDG
PL7438,Lamar Lathon,Player,0,1,22,1990,1,15,LB,Houston,HOU
PL7582,Bryce Paup,Player,1,4,22,1990,6,159,LB,Northern Iowa,GNB
PL7758,Derrick Thomas HOF,Player,2,9,22,1989,1,4,LB,Alabama,KAN
PL8101,Ken Harvey,Player,0,4,23,1988,1,12,LB,California,PHO
PL8118,Chris Spielman,Player,1,4,22,1988,2,29,LB,Ohio St.,DET
PL8130,Ken Norton,Player,1,3,21,1988,2,41,LB,UCLA,DAL
PL8169,Bill Romanowski,Player,0,2,22,1988,3,80,LB,Boston Col.,SFO
PL8423,Cornelius Bennett,Player,1,5,22,1987,1,2,LB,Alabama,IND
PL8429,Shane Conlan,Player,0,3,23,1987,1,8,LB,Penn St.,BUF
PL8507,Michael Brooks,Player,0,1,23,1987,3,86,LB,LSU,DEN
PL8543,Hardy Nickerson,Player,2,5,22,1987,5,122,LB,California,PIT
PL8568,Al Smith,Player,1,2,22,1987,6,147,LB,Utah St.,HOU
PL8571,Greg Lloyd,Player,3,5,22,1987,6,150,LB,Fort Valley St.,PIT
PL8790,Dino Hackett,Player,0,1,22,1986,2,35,LB,Appalachian St.,KAN
PL8806,Pepper Johnson,Player,1,2,22,1986,2,51,LB,Ohio St.,NYG
PL8807,John Offerdahl,Player,1,5,22,1986,2,52,LB,West. Michigan,MIA
PL8815,Pat Swilling,Player,2,5,21,1986,3,60,LB,Georgia Tech,NOR
PL8839,Tim Harris,Player,1,1,21,1986,4,84,LB,Memphis,GNB
PL8963,Seth Joyner,Player,0,3,21,1986,8,208,LB,Texas-El Paso,PHI
PL9093,Duane Bickett,Player,0,1,22,1985,1,5,LB,USC,IND
PL9156,Jack Del Rio,Player,0,1,22,1985,3,68,LB,USC,NOR
PL9201,Kevin Greene HOF,Player,2,5,23,1985,5,113,LB,Auburn,RAM
PL9426,Carl Banks,Player,1,1,22,1984,1,3,LB,Michigan St.,NYG
PL9434,Wilber Marshall,Player,2,3,22,1984,1,11,LB,Florida,CHI
PL9499,Fredd Young,Player,1,4,22,1984,3,76,LB,New Mexico St.,SEA
PL9564,John Grimsley,Player,0,1,22,1984,6,141,LB,Kentucky,HOU
PL9798,Darryl Talley,Player,0,2,23,1983,2,39,LB,West Virginia,BUF
PL9826,Mike Cofer,Player,0,1,23,1983,3,67,LB,Tennessee,DET
PL9860,Johnny Rembert,Player,0,2,22,1983,4,101,LB,Clemson,NWE
PL10068,Karl Mecklenburg,Player,3,6,23,1983,12,310,LB,Minnesota,DEN
PL10096,Chip Banks,Player,1,4,22,1982,1,3,LB,USC,CLE
PL10134,Andre Tippett HOF,Player,2,5,22,1982,2,41,LB,Iowa,NWE
PL10163,Mike Merriweather,Player,0,3,21,1982,3,70,LB,Pacific,PIT
PL10428,Lawrence Taylor HOF,Player,8,10,22,1981,1,2,LB,North Carolina,NYG
PL10431,E.J. Junior,Player,1,2,21,1981,1,5,LB,Alabama,STL
PL10433,Hugh Green,Player,0,2,22,1981,1,7,LB,Pittsburgh,TAM
PL10464,Mike Singletary HOF,Player,7,10,22,1981,2,38,LB,Baylor,CHI
PL10469,Jim Collins,Player,0,1,23,1981,2,43,LB,Syracuse,RAM
PL10477,Rickey Jackson HOF,Player,0,6,23,1981,2,51,LB,Pittsburgh,NOR
PL10609,David Little,Player,0,1,22,1981,7,183,LB,Florida,PIT
PL10777,Otis Wilson,Player,0,1,22,1980,1,19,LB,Louisville,CHI
PL10797,Keena Turner,Player,0,1,21,1980,2,39,LB,Purdue,SFO
PL10801,Matt Millen,Player,0,1,22,1980,2,43,LB,Penn St.,OAK
PL10827,Lance Mehl,Player,0,1,22,1980,3,69,LB,Penn St.,NYJ
PL11112,Jerry Robinson,Player,0,1,22,1979,1,21,LB,UCLA,PHI
PL11431,Clay Matthews,Player,0,4,22,1978,1,12,LB,USC,CLE
PL11765,A.J. Duhe,Player,0,1,21,1977,1,13,LB,LSU,MIA
PL11773,Robin Cole,Player,0,1,21,1977,1,21,LB,New Mexico,PIT
PL11781,Dave Lewis,Player,0,1,22,1977,2,29,LB,USC,TAM
PL12001,Scott Studwell,Player,0,2,23,1977,9,250,LB,Illinois,MIN
PL12068,Rod Martin,Player,1,2,23,1977,12,317,LB,USC,OAK
PL12191,Harry Carson HOF,Player,0,9,22,1976,4,105,LB,South Carolina St.,NYG
PL12214,Carl Ekern,Player,0,1,22,1976,5,128,LB,San Jose St.,RAM
PL12576,Robert Brazile HOF,Player,2,7,22,1975,1,6,LB,Jackson St.,HOU
PL12588,Thomas Henderson,Player,0,1,22,1975,1,18,LB,Langston,DAL
PL12640,Bob Breunig,Player,0,3,22,1975,3,70,LB,Arizona St.,DAL
PL13018,Randy Gradishar,Player,2,7,22,1974,1,14,LB,Ohio St.,DEN
PL13038,Steve Nelson,Player,0,3,23,1974,2,34,LB,North Dakota St.,NWE
PL13050,Jack Lambert HOF,Player,6,9,22,1974,2,46,LB,Kent St.,PIT
PL13055,Matt Blair,Player,1,6,23,1974,2,51,LB,Iowa St.,MIN
PL13093,Frank LeMaster,Player,0,1,22,1974,4,89,LB,Kentucky,PHI
CG106,South Carolina St.,College,0,0,0,0,0,0,0,0,0,0,0
CG165,Buffalo,College,0,0,0,0,0,0,0,0,0,0,0
CG100,UCLA,College,0,0,0,0,0,0,0,0,0,0,0
CG1,Ohio St.,College,0,0,0,0,0,0,0,0,0,0,0
CG2,Alabama,College,0,0,0,0,0,0,0,0,0,0,0
CG55,Auburn,College,0,0,0,0,0,0,0,0,0,0,0
CG11,Florida St.,College,0,0,0,0,0,0,0,0,0,0,0
CG115,Southern Miss,College,0,0,0,0,0,0,0,0,0,0,0
CG10,Boston Col.,College,0,0,0,0,0,0,0,0,0,0,0
CG85,Utah St.,College,0,0,0,0,0,0,0,0,0,0,0
CG74,North Carolina,College,0,0,0,0,0,0,0,0,0,0,0
CG132,Nebraska,College,0,0,0,0,0,0,0,0,0,0,0
CG63,Miami (FL),College,0,0,0,0,0,0,0,0,0,0,0
CG32,Texas A&M,College,0,0,0,0,0,0,0,0,0,0,0
CG19,Georgia,College,0,0,0,0,0,0,0,0,0,0,0
CG13,Mississippi St.,College,0,0,0,0,0,0,0,0,0,0,0
CG18,TCU,College,0,0,0,0,0,0,0,0,0,0,0
CG33,Penn St.,College,0,0,0,0,0,0,0,0,0,0,0
CG70,Texas,College,0,0,0,0,0,0,0,0,0,0,0
CG54,USC,College,0,0,0,0,0,0,0,0,0,0,0
CG111,Tennessee,College,0,0,0,0,0,0,0,0,0,0,0
CG123,Purdue,College,0,0,0,0,0,0,0,0,0,0,0
CG25,Mississippi,College,0,0,0,0,0,0,0,0,0,0,0
CG243,Brown,College,0,0,0,0,0,0,0,0,0,0,0
CG7,Iowa,College,0,0,0,0,0,0,0,0,0,0,0
CG14,Maryland,College,0,0,0,0,0,0,0,0,0,0,0
CG149,Troy,College,0,0,0,0,0,0,0,0,0,0,0
CG113,West. Michigan,College,0,0,0,0,0,0,0,0,0,0,0
CG21,Arizona St.,College,0,0,0,0,0,0,0,0,0,0,0
CG91,Arizona,College,0,0,0,0,0,0,0,0,0,0,0
CG9,Michigan,College,0,0,0,0,0,0,0,0,0,0,0
CG139,New Mexico,College,0,0,0,0,0,0,0,0,0,0,0
CG49,Michigan St.,College,0,0,0,0,0,0,0,0,0,0,0
CG96,Syracuse,College,0,0,0,0,0,0,0,0,0,0,0
CG97,Colorado St.,College,0,0,0,0,0,0,0,0,0,0,0
CG164,Georgia Tech,College,0,0,0,0,0,0,0,0,0,0,0
CG122,S.F. Austin,College,0,0,0,0,0,0,0,0,0,0,0
CG39,Virginia,College,0,0,0,0,0,0,0,0,0,0,0
CG135,Appalachian St.,College,0,0,0,0,0,0,0,0,0,0,0
CG86,Illinois,College,0,0,0,0,0,0,0,0,0,0,0
CG155,Kutztown Pennsylvania,College,0,0,0,0,0,0,0,0,0,0,0
CG99,Texas Tech,College,0,0,0,0,0,0,0,0,0,0,0
CG15,Washington St.,College,0,0,0,0,0,0,0,0,0,0,0
CG61,Oklahoma St.,College,0,0,0,0,0,0,0,0,0,0,0
CG332,West Chester,College,0,0,0,0,0,0,0,0,0,0,0
CG78,Colorado,College,0,0,0,0,0,0,0,0,0,0,0
CG64,Wake Forest,College,0,0,0,0,0,0,0,0,0,0,0
CG3,Clemson,College,0,0,0,0,0,0,0,0,0,0,0
CG50,West. Illinois,College,0,0,0,0,0,0,0,0,0,0,0
CG8,Houston,College,0,0,0,0,0,0,0,0,0,0,0
CG127,Northern Iowa,College,0,0,0,0,0,0,0,0,0,0,0
CG137,California,College,0,0,0,0,0,0,0,0,0,0,0
CG4,LSU,College,0,0,0,0,0,0,0,0,0,0,0
CG301,Fort Valley St.,College,0,0,0,0,0,0,0,0,0,0,0
CG43,Memphis,College,0,0,0,0,0,0,0,0,0,0,0
CG105,Texas-El Paso,College,0,0,0,0,0,0,0,0,0,0,0
CG23,Florida,College,0,0,0,0,0,0,0,0,0,0,0
CG120,New Mexico St.,College,0,0,0,0,0,0,0,0,0,0,0
CG6,Kentucky,College,0,0,0,0,0,0,0,0,0,0,0
CG58,West Virginia,College,0,0,0,0,0,0,0,0,0,0,0
CG69,Minnesota,College,0,0,0,0,0,0,0,0,0,0,0
CG327,Pacific,College,0,0,0,0,0,0,0,0,0,0,0
CG68,Pittsburgh,College,0,0,0,0,0,0,0,0,0,0,0
CG41,Baylor,College,0,0,0,0,0,0,0,0,0,0,0
CG103,Louisville,College,0,0,0,0,0,0,0,0,0,0,0
CG42,San Jose St.,College,0,0,0,0,0,0,0,0,0,0,0
CG253,Jackson St.,College,0,0,0,0,0,0,0,0,0,0,0
CG306,Langston,College,0,0,0,0,0,0,0,0,0,0,0
CG72,North Dakota St.,College,0,0,0,0,0,0,0,0,0,0,0
CG198,Kent St.,College,0,0,0,0,0,0,0,0,0,0,0
CG44,Iowa St.,College,0,0,0,0,0,0,0,0,0,0,0
NFL25,IND,NFL Team,0,0,0,0,0,0,0,0,0
NFL3,OAK,NFL Team,0,0,0,0,0,0,0,0,0
NFL16,MIN,NFL Team,0,0,0,0,0,0,0,0,0
NFL9,PIT,NFL Team,0,0,0,0,0,0,0,0,0
NFL21,BAL,NFL Team,0,0,0,0,0,0,0,0,0
NFL28,KAN,NFL Team,0,0,0,0,0,0,0,0,0
NFL6,JAX,NFL Team,0,0,0,0,0,0,0,0,0
NFL24,NWE,NFL Team,0,0,0,0,0,0,0,0,0
NFL15,CAR,NFL Team,0,0,0,0,0,0,0,0,0
NFL23,SEA,NFL Team,0,0,0,0,0,0,0,0,0
NFL17,TEN,NFL Team,0,0,0,0,0,0,0,0,0
NFL4,TAM,NFL Team,0,0,0,0,0,0,0,0,0
NFL12,MIA,NFL Team,0,0,0,0,0,0,0,0,0
NFL18,DEN,NFL Team,0,0,0,0,0,0,0,0,0
NFL0,ARI,NFL Team,0,0,0,0,0,0,0,0,0
NFL29,DAL,NFL Team,0,0,0,0,0,0,0,0,0
NFL1,SFO,NFL Team,0,0,0,0,0,0,0,0,0
NFL14,WAS,NFL Team,0,0,0,0,0,0,0,0,0
NFL20,HOU,NFL Team,0,0,0,0,0,0,0,0,0
NFL11,GNB,NFL Team,0,0,0,0,0,0,0,0,0
NFL7,DET,NFL Team,0,0,0,0,0,0,0,0,0
NFL8,BUF,NFL Team,0,0,0,0,0,0,0,0,0
NFL5,NYG,NFL Team,0,0,0,0,0,0,0,0,0
NFL26,CLE,NFL Team,0,0,0,0,0,0,0,0,0
NFL22,LAC,NFL Team,0,0,0,0,0,0,0,0,0
NFL2,NYJ,NFL Team,0,0,0,0,0,0,0,0,0
NFL31,CHI,NFL Team,0,0,0,0,0,0,0,0,0
NFL13,ATL,NFL Team,0,0,0,0,0,0,0,0,0
NFL10,CIN,NFL Team,0,0,0,0,0,0,0,0,0
NFL19,PHI,NFL Team,0,0,0,0,0,0,0,0,0
NFL27,NOR,NFL Team,0,0,0,0,0,0,0,0,0
NFL30,LAR,NFL Team,0,0,0,0,0,0,0,0,0
